Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,233,116665,597,97932,830,214597
1,D,49991,59495,69438,49252,119429,108747
2,R,52024,57448,72627,47313,124651,104761
3,V,101254,491,134247,1154,235501,1645
4,A,50997,57591,67426,49480,118423,107071
5,L,49717,60172,67621,50276,117338,110448
