Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,131015,472,130572,1183,261587,1655
1,D,65390,67251,61052,53306,126442,120557
2,R,66611,67120,61218,54540,127829,121660
3,V,288,132823,733,96538,1021,229361
4,A,65969,66036,64961,49741,130930,115777
5,L,65607,66959,63524,50986,129131,117945
