data_dir,C',SB,VV,HH,N
2025-07-03--16h-22m-15s,3.0,81.0,53.0,63.0,200.0
2025-07-03--16h-22m-15s,2.0,78.0,55.0,65.0,200.0
2025-07-03--16h-22m-15s,5.0,77.0,52.0,66.0,200.0
2025-07-03--16h-22m-15s,1.0,85.0,60.0,54.0,200.0
2025-07-03--16h-22m-15s,2.0,88.0,62.0,48.0,200.0
2025-07-03--16h-22m-15s,1.0,93.0,60.0,46.0,200.0
2025-07-03--16h-22m-15s,5.0,75.0,61.0,59.0,200.0
2025-07-03--16h-22m-15s,5.0,95.0,42.0,58.0,200.0
2025-07-03--16h-22m-15s,3.0,81.0,59.0,57.0,200.0
2025-07-03--16h-22m-15s,2.0,93.0,44.0,61.0,200.0
2025-07-03--16h-22m-15s,1.0,92.0,54.0,53.0,200.0
2025-07-03--16h-22m-15s,0.0,88.0,52.0,60.0,200.0
2025-07-03--16h-22m-15s,1.0,88.0,49.0,62.0,200.0
2025-07-03--16h-22m-15s,5.0,87.0,50.0,58.0,200.0
2025-07-03--16h-22m-15s,1.0,101.0,48.0,50.0,200.0
2025-07-03--16h-22m-15s,0.0,93.0,54.0,53.0,200.0
2025-07-03--16h-22m-15s,2.0,94.0,63.0,41.0,200.0
2025-07-03--16h-22m-15s,2.0,79.0,64.0,55.0,200.0
2025-07-03--16h-22m-15s,1.0,105.0,39.0,55.0,200.0
2025-07-03--16h-22m-15s,2.0,98.0,51.0,49.0,200.0
2025-07-03--16h-22m-15s,2.0,85.0,57.0,56.0,200.0
2025-07-03--16h-22m-15s,1.0,88.0,51.0,60.0,200.0
2025-07-03--16h-22m-15s,1.0,85.0,58.0,56.0,200.0
2025-07-03--16h-22m-15s,2.0,92.0,49.0,57.0,200.0
2025-07-03--16h-22m-15s,4.0,83.0,53.0,60.0,200.0
2025-07-03--16h-22m-15s,3.0,86.0,57.0,54.0,200.0
2025-07-03--16h-22m-15s,2.0,91.0,53.0,54.0,200.0
2025-07-03--16h-22m-15s,2.0,84.0,53.0,61.0,200.0
2025-07-03--16h-22m-15s,5.0,89.0,49.0,57.0,200.0
2025-07-03--16h-22m-15s,2.0,90.0,50.0,58.0,200.0
2025-07-03--16h-22m-15s,1.0,86.0,44.0,69.0,200.0
2025-07-03--16h-22m-15s,4.0,83.0,53.0,60.0,200.0
2025-07-03--16h-22m-15s,1.0,88.0,54.0,57.0,200.0
2025-07-03--16h-22m-15s,2.0,91.0,51.0,56.0,200.0
2025-07-03--16h-22m-15s,4.0,101.0,44.0,51.0,200.0
2025-07-03--16h-22m-15s,3.0,93.0,54.0,50.0,200.0
2025-07-03--16h-22m-15s,2.0,89.0,48.0,61.0,200.0
2025-07-03--16h-22m-15s,4.0,81.0,61.0,54.0,200.0
2025-07-03--16h-22m-15s,2.0,84.0,50.0,64.0,200.0
2025-07-03--16h-22m-15s,3.0,80.0,65.0,52.0,200.0
2025-07-03--16h-22m-15s,4.0,75.0,53.0,68.0,200.0
2025-07-03--16h-22m-15s,4.0,90.0,47.0,59.0,200.0
2025-07-03--16h-22m-15s,5.0,69.0,67.0,59.0,200.0
2025-07-03--16h-22m-15s,1.0,77.0,54.0,68.0,200.0
2025-07-03--16h-22m-15s,3.0,91.0,46.0,60.0,200.0
2025-07-03--16h-22m-15s,2.0,87.0,51.0,60.0,200.0
2025-07-03--16h-22m-15s,2.0,92.0,55.0,51.0,200.0
2025-07-03--16h-22m-15s,0.0,75.0,56.0,69.0,200.0
2025-07-03--16h-22m-15s,1.0,84.0,54.0,61.0,200.0
2025-07-03--16h-22m-15s,0.0,96.0,55.0,49.0,200.0
2025-07-03--16h-22m-15s,0.0,82.0,48.0,70.0,200.0
2025-07-03--16h-22m-15s,1.0,83.0,61.0,55.0,200.0
2025-07-03--16h-22m-15s,2.0,89.0,54.0,55.0,200.0
2025-07-03--16h-22m-15s,2.0,93.0,58.0,47.0,200.0
2025-07-03--16h-22m-15s,0.0,96.0,50.0,54.0,200.0
2025-07-03--16h-22m-15s,2.0,86.0,58.0,54.0,200.0
2025-07-03--16h-22m-15s,0.0,84.0,54.0,62.0,200.0
2025-07-03--16h-22m-15s,0.0,82.0,53.0,65.0,200.0
2025-07-03--16h-22m-15s,1.0,97.0,52.0,50.0,200.0
2025-07-03--16h-22m-15s,1.0,96.0,57.0,46.0,200.0
2025-07-03--16h-22m-15s,0.0,76.0,48.0,76.0,200.0
2025-07-03--16h-22m-15s,1.0,86.0,65.0,48.0,200.0
2025-07-03--16h-22m-15s,1.0,88.0,44.0,67.0,200.0
2025-07-03--16h-22m-15s,2.0,98.0,53.0,47.0,200.0
2025-07-03--16h-22m-15s,2.0,76.0,61.0,61.0,200.0
2025-07-03--16h-22m-15s,1.0,101.0,47.0,51.0,200.0
2025-07-03--16h-22m-15s,2.0,82.0,65.0,51.0,200.0
2025-07-03--16h-22m-15s,3.0,89.0,53.0,55.0,200.0
2025-07-03--16h-22m-15s,2.0,96.0,47.0,55.0,200.0
2025-07-03--16h-22m-15s,1.0,78.0,63.0,58.0,200.0
2025-07-03--16h-22m-15s,2.0,75.0,56.0,67.0,200.0
2025-07-03--16h-22m-15s,4.0,85.0,39.0,72.0,200.0
2025-07-03--16h-22m-15s,2.0,84.0,52.0,62.0,200.0
2025-07-03--16h-22m-15s,2.0,98.0,49.0,51.0,200.0
2025-07-03--16h-22m-15s,0.0,87.0,62.0,51.0,200.0
2025-07-03--16h-22m-15s,2.0,88.0,57.0,53.0,200.0
2025-07-03--16h-22m-15s,1.0,95.0,41.0,63.0,200.0
2025-07-03--16h-22m-15s,0.0,89.0,58.0,53.0,200.0
2025-07-03--16h-22m-15s,1.0,87.0,54.0,58.0,200.0
