,Measurement Basis,TT,TR,RT,RR
0,H,68361,35507,97311,30022
1,D,93696,7194,109661,20750
2,R,60935,44836,107521,22276
3,V,30569,80721,43272,71172
4,A,5317,111035,23058,88815
5,L,37728,73748,24502,87325
