,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.27,0,107853,0,231,0,0,0,0,0,105803,0,149,0,0,0,0,0,20,8,21326,1
1,6.67,0,108315,0,291,0,0,0,0,0,106117,0,151,0,0,0,0,0,30,3,21416,1
2,7.07,0,108816,0,278,0,0,0,0,0,105890,0,168,0,0,0,0,0,27,6,21323,1
3,7.47,0,108649,0,249,0,0,0,0,0,106145,0,174,0,0,0,0,0,28,9,21689,1
4,7.87,0,108952,0,265,0,0,0,0,0,105739,0,142,0,0,0,0,0,25,6,21583,1
5,8.27,0,108365,0,283,0,0,0,0,0,106671,0,140,0,0,0,0,0,25,6,21526,1
6,8.67,0,108627,0,266,0,0,0,0,0,106474,0,152,0,0,0,0,0,19,6,21625,1
7,9.07,0,109255,0,257,0,0,0,0,0,107126,0,146,0,0,0,0,0,20,5,21940,1
8,9.47,0,107693,0,278,0,0,0,0,0,105190,0,145,0,0,0,0,0,17,6,20423,1
9,9.87,0,104119,0,259,0,0,0,0,0,102069,0,145,0,0,0,0,0,11,5,12099,1
10,9.97,0,101544,0,258,0,0,0,0,0,99819,0,153,0,0,0,0,0,12,3,8276,1
11,10.07,0,99794,0,291,0,0,0,0,0,97264,0,144,0,0,0,0,0,13,2,4857,1
12,10.17,0,97892,0,276,0,0,0,0,0,96852,0,141,0,0,0,0,0,7,4,2174,1
13,10.27,0,97467,0,259,0,0,0,0,0,96360,0,152,0,0,0,0,0,6,5,857,1
14,10.37,0,97710,0,240,0,0,0,0,0,97028,0,151,0,0,0,0,0,5,6,1289,1
15,10.47,0,98755,0,248,0,0,0,0,0,97497,0,152,0,0,0,0,0,4,1,3302,1
16,10.57,0,100274,0,242,0,0,0,0,0,99275,0,143,0,0,0,0,0,11,5,6303,1
17,10.67,0,101752,0,268,0,0,0,0,0,100885,0,164,0,0,0,0,0,10,9,9927,1
18,10.77,0,104150,0,268,0,0,0,0,0,102165,0,149,0,0,0,0,0,16,0,13401,1
19,11.07,0,107501,0,241,0,0,0,0,0,106226,0,144,0,0,0,0,0,28,3,19809,1
20,11.47,0,108526,0,268,0,0,0,0,0,106358,0,172,0,0,0,0,0,21,3,21337,1
21,11.87,0,108798,0,294,0,0,0,0,0,106445,0,153,0,0,0,0,0,24,6,21648,1
22,12.27,0,109089,0,280,0,0,0,0,0,106978,0,136,0,0,0,0,0,24,7,21799,1
23,12.67,0,109048,0,249,0,0,0,0,0,106367,0,165,0,0,0,0,0,24,9,21712,1
24,13.07,0,108715,0,278,0,0,0,0,0,106880,0,144,0,0,0,0,0,24,3,21681,1
25,13.47,0,108336,0,257,0,0,0,0,0,106606,0,141,0,0,0,0,0,24,6,21589,1
26,13.87,0,108718,0,255,0,0,0,0,0,107237,0,158,0,0,0,0,0,20,7,21753,1
27,14.27,0,108638,0,255,0,0,0,0,0,106735,0,143,0,0,0,0,0,25,2,21602,1
