data_dir,C,SB,DB_V,DB_H,N
2025-06-24--02h-07m-55s,2.0,0.0,158.0,0.0,160.0
2025-06-24--02h-07m-55s,5.0,0.0,155.0,0.0,160.0
2025-06-24--02h-07m-55s,3.0,0.0,157.0,0.0,160.0
2025-06-24--02h-07m-55s,4.0,0.0,156.0,0.0,160.0
2025-06-24--02h-07m-55s,2.0,0.0,158.0,0.0,160.0
2025-06-24--02h-07m-55s,0.0,0.0,160.0,0.0,160.0
2025-06-24--02h-07m-55s,3.0,0.0,157.0,0.0,160.0
2025-06-24--02h-07m-55s,1.0,0.0,159.0,0.0,160.0
2025-06-24--02h-07m-55s,2.0,0.0,158.0,0.0,160.0
2025-06-24--02h-07m-55s,1.0,0.0,159.0,0.0,160.0
2025-06-24--02h-07m-55s,0.0,1.0,159.0,0.0,160.0
2025-06-24--02h-07m-55s,1.0,0.0,159.0,0.0,160.0
2025-06-24--02h-07m-55s,2.0,0.0,158.0,0.0,160.0
2025-06-24--02h-07m-55s,4.0,0.0,156.0,0.0,160.0
2025-06-24--02h-07m-55s,3.0,0.0,157.0,0.0,160.0
2025-06-24--02h-07m-55s,3.0,0.0,157.0,0.0,160.0
2025-06-24--02h-07m-55s,1.0,0.0,159.0,0.0,160.0
2025-06-24--02h-07m-55s,3.0,0.0,157.0,0.0,160.0
2025-06-24--02h-07m-55s,4.0,0.0,156.0,0.0,160.0
2025-06-24--02h-07m-55s,0.0,0.0,160.0,0.0,160.0
2025-06-24--02h-07m-55s,3.0,0.0,157.0,0.0,160.0
2025-06-24--02h-07m-55s,4.0,1.0,155.0,0.0,160.0
2025-06-24--02h-07m-55s,4.0,0.0,156.0,0.0,160.0
2025-06-24--02h-07m-55s,2.0,0.0,158.0,0.0,160.0
2025-06-24--02h-07m-55s,2.0,0.0,158.0,0.0,160.0
2025-06-24--02h-07m-55s,1.0,0.0,159.0,0.0,160.0
2025-06-24--02h-07m-55s,1.0,0.0,159.0,0.0,160.0
2025-06-24--02h-07m-55s,4.0,1.0,155.0,0.0,160.0
2025-06-24--02h-07m-55s,2.0,0.0,158.0,0.0,160.0
2025-06-24--02h-07m-55s,4.0,0.0,156.0,0.0,160.0
2025-06-24--02h-07m-55s,3.0,0.0,157.0,0.0,160.0
2025-06-24--02h-07m-55s,4.0,0.0,156.0,0.0,160.0
2025-06-24--02h-07m-55s,3.0,0.0,157.0,0.0,160.0
2025-06-24--02h-07m-55s,2.0,0.0,158.0,0.0,160.0
2025-06-24--02h-07m-55s,5.0,0.0,155.0,0.0,160.0
2025-06-24--02h-07m-55s,2.0,0.0,158.0,0.0,160.0
2025-06-24--02h-07m-55s,6.0,0.0,154.0,0.0,160.0
2025-06-24--02h-07m-55s,0.0,0.0,160.0,0.0,160.0
2025-06-24--02h-07m-55s,2.0,0.0,158.0,0.0,160.0
2025-06-24--02h-07m-55s,0.0,1.0,159.0,0.0,160.0
2025-06-24--02h-07m-55s,3.0,0.0,157.0,0.0,160.0
2025-06-24--02h-07m-55s,5.0,0.0,155.0,0.0,160.0
2025-06-24--02h-07m-55s,1.0,0.0,159.0,0.0,160.0
2025-06-24--02h-07m-55s,2.0,1.0,157.0,0.0,160.0
2025-06-24--02h-07m-55s,4.0,0.0,156.0,0.0,160.0
