Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,32756,29258,27045,28004,59801,57262
1,D,25894,35359,35957,19971,61851,55330
2,R,860,59871,1669,53421,2529,113292
3,V,30196,31618,30315,25741,60511,57359
4,A,37510,24943,20490,35145,58000,60088
5,L,62297,1033,55114,1418,117411,2451
