theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,repetitions
0.7853981633974483,0.26623666555845704,13.52503267170461,22.05558247447343,-12.700780524165978,-22.334559270388905,0.0001,20000
