,Measurement Basis,TT,TR,RT,RR
0,H,87855,897,86969,1431
1,D,43397,45805,40607,35740
2,R,44655,46197,41266,37212
3,V,528,90297,927,65869
4,A,44548,44748,43737,34023
5,L,43672,45697,42442,34879
