Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,301,144447,3943,123557,4244,268004
1,D,72923,74961,92072,62189,164995,137150
2,R,75173,71593,95262,59540,170435,131133
3,V,146004,493,171389,1183,317393,1676
4,A,74318,72712,89733,62580,164051,135292
5,L,72429,75454,89210,63765,161639,139219
