,Measurement Basis,TT,TR,RT,RR
0,H,21542,97734,22056,81296
1,D,94611,25358,88134,35405
2,R,90642,30493,116090,14683
3,V,98400,21772,114242,15500
4,A,24789,95339,49133,64560
5,L,30161,89244,23310,82160
