,Measurement Basis,TT,TR,RT,RR
0,H,83940,16928,117549,14242
1,D,82176,19357,98605,29661
2,R,57939,49163,95400,32445
3,V,14223,98467,21749,88024
4,A,15797,97830,33024,81404
5,L,40408,69344,34299,79828
