Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,46117,40288,47206,33009,93323,73297
1,D,82223,5427,90420,1035,172643,6462
2,R,25357,60486,47480,34356,72837,94842
3,V,41890,44824,50078,31571,91968,76395
4,A,5284,80268,670,68900,5954,149168
5,L,62009,24843,43842,36218,105851,61061
