,Measurement Basis,TT,TR,RT,RR
0,H,46117,40288,47206,33009
1,D,82223,5427,90420,1035
2,R,25357,60486,47480,34356
3,V,41890,44824,50078,31571
4,A,5284,80268,670,68900
5,L,62009,24843,43842,36218
