data_dir,C,DB_H,DB_V,SB,N,theta_estimate,delta_phi_estimate,theta_estimate_degrees,delta_phi_estimate_degrees
2025-05-23--18h-09m-34s,1.5,18.0,3.0,17.5,40.0,1.1802316167641536,0.2807909935801022,67.62229048848762,16.08813885742485
2025-05-23--18h-09m-34s,1.0,14.0,10.0,15.0,40.0,1.4690982728642359,0.24907281986978974,84.1731307250793,14.270821369961142
2025-05-23--18h-09m-34s,0.0,23.0,2.0,15.0,40.0,1.0086600878650032,0.0,57.791965997959466,0.0
2025-05-23--18h-09m-34s,1.0,14.0,8.0,17.0,40.0,1.4179172430137281,0.2345277804372816,81.24067372351213,13.437451997627068
2025-05-23--18h-09m-34s,0.5,15.0,4.0,20.5,40.0,1.2878481370207542,0.1526515855116385,73.78826290507496,8.746291585797271
2025-05-23--18h-09m-34s,1.0,18.0,8.0,13.0,40.0,1.3141821007608674,0.2667111521503259,75.29708788523399,15.281423367285226
2025-05-23--18h-09m-34s,0.5,22.0,3.0,14.5,40.0,1.0675938620934229,0.18093000192997485,61.16862253202477,10.366525497881398
2025-05-23--18h-09m-34s,1.5,18.0,2.0,18.5,40.0,1.1526235340514657,0.27347947429872654,66.04046386860252,15.6692196607735
2025-05-23--18h-09m-34s,0.0,25.0,6.0,9.0,40.0,1.0675938620934229,0.0,61.16862253202477,0.0
2025-05-23--18h-09m-34s,0.0,22.0,8.0,10.0,40.0,1.2075292985086952,0.0,69.18633244294116,0.0
2025-05-23--18h-09m-34s,0.0,19.0,6.0,15.0,40.0,1.234546524913781,0.0,70.73430549010199,0.0
2025-05-23--18h-09m-34s,0.5,20.0,3.0,16.5,40.0,1.124672394791883,0.1698338530039141,64.43898155644601,9.730762995569496
2025-05-23--18h-09m-34s,1.5,15.0,6.0,17.5,40.0,1.340335289368688,0.2807909935801022,76.79555521327174,16.08813885742485
2025-05-23--18h-09m-34s,0.0,24.0,3.0,13.0,40.0,1.0086600878650032,0.0,57.791965997959466,0.0
2025-05-23--18h-09m-34s,0.0,21.0,5.0,14.0,40.0,1.1526235340514657,0.0,66.04046386860252,0.0
2025-05-23--18h-09m-34s,1.0,19.0,4.0,16.0,40.0,1.1802316167641536,0.2414722726357701,67.62229048848762,13.835342091461985
2025-05-23--18h-09m-34s,1.0,21.0,4.0,14.0,40.0,1.124672394791883,0.25743972657095276,64.43898155644601,14.75020981151751
2025-05-23--18h-09m-34s,0.5,19.0,3.0,17.5,40.0,1.1526235340514657,0.16500025197837404,66.04046386860252,9.453818056955944
2025-05-23--18h-09m-34s,0.5,17.0,5.0,17.5,40.0,1.2613109239596536,0.16500025197837404,72.26779259663445,9.453818056955944
2025-05-23--18h-09m-34s,0.0,21.0,5.0,14.0,40.0,1.1526235340514657,0.0,66.04046386860252,0.0
2025-05-23--18h-09m-34s,0.0,24.0,4.0,12.0,40.0,1.0383828714675545,0.0,59.4949560537663,0.0
2025-05-23--18h-09m-34s,1.0,18.0,3.0,18.0,40.0,1.1802316167641536,0.2281500639200517,67.62229048848762,13.07203575825892
2025-05-23--18h-09m-34s,0.5,19.0,5.0,15.5,40.0,1.2075292985086952,0.1751187949816745,69.18633244294116,10.03356786586669
2025-05-23--18h-09m-34s,0.0,18.0,4.0,18.0,40.0,1.2075292985086952,0.0,69.18633244294116,0.0
2025-05-23--18h-09m-34s,1.5,20.0,6.0,12.5,40.0,1.2075292985086952,0.3288607044945678,69.18633244294116,18.842330415237676
2025-05-23--18h-09m-34s,0.0,20.0,3.0,17.0,40.0,1.124672394791883,0.0,64.43898155644601,0.0
2025-05-23--18h-09m-34s,0.5,18.0,3.0,18.5,40.0,1.1802316167641536,0.1605571994952417,67.62229048848762,9.19924990151734
2025-05-23--18h-09m-34s,2.5,20.0,5.0,12.5,40.0,1.1802316167641536,0.4149717231447266,67.62229048848762,23.776128353464095
2025-05-23--18h-09m-34s,1.0,18.0,4.0,17.0,40.0,1.2075292985086952,0.2345277804372816,69.18633244294116,13.437451997627068
2025-05-23--18h-09m-34s,1.0,24.0,3.0,12.0,40.0,1.0086600878650032,0.277062865907599,57.791965997959466,15.874532876304485
2025-05-23--18h-09m-34s,0.5,19.0,7.0,13.5,40.0,1.2613109239596536,0.18736105494478966,72.26779259663445,10.73499769345517
2025-05-23--18h-09m-34s,1.0,19.0,6.0,14.0,40.0,1.234546524913781,0.25743972657095276,70.73430549010199,14.75020981151751
2025-05-23--18h-09m-34s,1.0,25.0,4.0,10.0,40.0,1.0086600878650032,0.30199125879106337,57.791965997959466,17.30282457857095
2025-05-23--18h-09m-34s,0.5,23.0,4.0,12.5,40.0,1.0675938620934229,0.1945306253576709,61.16862253202477,11.145783819035133
2025-05-23--18h-09m-34s,0.0,18.0,5.0,17.0,40.0,1.234546524913781,0.0,70.73430549010199,0.0
2025-05-23--18h-09m-34s,0.5,18.0,2.0,19.5,40.0,1.1526235340514657,0.15645478250875602,66.04046386860252,8.964198722388934
2025-05-23--18h-09m-34s,0.5,20.0,6.0,13.5,40.0,1.2075292985086952,0.18736105494478966,69.18633244294116,10.73499769345517
2025-05-23--18h-09m-34s,1.0,21.0,7.0,11.0,40.0,1.2075292985086952,0.28872253391069386,69.18633244294116,16.54258264340555
2025-05-23--18h-09m-34s,1.0,21.0,3.0,15.0,40.0,1.0963423642624226,0.24907281986978974,62.81579037363115,14.270821369961142
2025-05-23--18h-09m-34s,0.5,18.0,6.0,15.5,40.0,1.2613109239596536,0.1751187949816745,72.26779259663445,10.03356786586669
2025-05-23--18h-09m-34s,0.0,24.0,3.0,13.0,40.0,1.0086600878650032,0.0,57.791965997959466,0.0
2025-05-23--18h-09m-34s,1.0,18.0,5.0,16.0,40.0,1.234546524913781,0.2414722726357701,70.73430549010199,13.835342091461985
2025-05-23--18h-09m-34s,0.5,15.0,8.0,16.5,40.0,1.392183159977425,0.1698338530039141,79.76621937589276,9.730762995569496
2025-05-23--18h-09m-34s,0.5,25.0,4.0,10.5,40.0,1.0086600878650032,0.2117463452419459,57.791965997959466,12.13217190968354
2025-05-23--18h-09m-34s,0.5,20.0,4.0,15.5,40.0,1.1526235340514657,0.1751187949816745,66.04046386860252,10.03356786586669
2025-05-23--18h-09m-34s,1.0,19.0,3.0,17.0,40.0,1.1526235340514657,0.2345277804372816,66.04046386860252,13.437451997627068
2025-05-23--18h-09m-34s,1.5,17.0,3.0,18.5,40.0,1.2075292985086952,0.27347947429872654,69.18633244294116,15.6692196607735
2025-05-23--18h-09m-34s,0.0,21.0,5.0,14.0,40.0,1.1526235340514657,0.0,66.04046386860252,0.0
2025-05-23--18h-09m-34s,0.5,23.0,4.0,12.5,40.0,1.0675938620934229,0.1945306253576709,61.16862253202477,11.145783819035133
2025-05-23--18h-09m-34s,0.5,20.0,1.0,18.5,40.0,1.0675938620934229,0.1605571994952417,61.16862253202477,9.19924990151734
2025-05-23--18h-09m-34s,0.5,19.0,8.0,12.5,40.0,1.2878481370207542,0.1945306253576709,73.78826290507496,11.145783819035133
2025-05-23--18h-09m-34s,0.5,20.0,6.0,13.5,40.0,1.2075292985086952,0.18736105494478966,69.18633244294116,10.73499769345517
2025-05-23--18h-09m-34s,1.0,20.0,7.0,12.0,40.0,1.234546524913781,0.277062865907599,70.73430549010199,15.874532876304485
2025-05-23--18h-09m-34s,0.5,17.0,4.0,18.5,40.0,1.234546524913781,0.1605571994952417,70.73430549010199,9.19924990151734
2025-05-23--18h-09m-34s,0.0,24.0,1.0,15.0,40.0,0.9474488427308994,0.0,54.28481999303462,0.0
2025-05-23--18h-09m-34s,1.5,23.0,4.0,11.5,40.0,1.0675938620934229,0.3418149295377484,61.16862253202477,19.5845528370746
