,Measurement Basis,TT,TR,RT,RR
0,H,66310,13111,75373,12495
1,D,15543,73540,11512,59995
2,R,50483,31038,42972,36016
3,V,10566,77811,13008,56798
4,A,61135,18772,76805,10594
5,L,26028,60654,44273,35098
