Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,113086,17455,112461,14093,225547,31548
1,D,106810,25105,95124,29022,201934,54127
2,R,79364,52131,96307,27845,175671,79976
3,V,17298,113809,22242,82907,39540,196716
4,A,24190,107392,34289,74798,58479,182190
5,L,50670,79876,30779,76519,81449,156395
