,Measurement Basis,TT,TR,RT,RR
0,H,113086,17455,112461,14093
1,D,106810,25105,95124,29022
2,R,79364,52131,96307,27845
3,V,17298,113809,22242,82907
4,A,24190,107392,34289,74798
5,L,50670,79876,30779,76519
