Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,295,144000,4024,122827,4319,266827
1,D,73193,74769,91722,61764,164915,136533
2,R,75313,71991,95479,59227,170792,131218
3,V,145375,541,171650,1160,317025,1701
4,A,73887,72515,89741,62761,163628,135276
5,L,71634,75296,89445,63548,161079,138844
