,Measurement Basis,TT,TR,RT,RR
0,H,32044,32351,31226,33953
1,D,1176,61682,8142,57745
2,R,26483,38257,12144,53593
3,V,34034,30593,31558,33886
4,A,65216,1187,57030,7936
5,L,40317,25082,53163,12179
