angle,singles,coincidences
0.0,7204.0,2
9.0,14373.0,4
18.0,20570.0,17
27.0,23661.0,10
36.0,22397.0,15
45.0,17028.0,7
54.0,9819.0,3
63.0,3873.0,2
72.0,865.0,0
81.0,2109.0,0
90.0,7340.0,7
99.0,14410.0,7
108.0,20439.0,18
117.0,23634.0,18
126.0,22110.0,11
135.0,17080.0,7
144.0,10116.0,4
153.0,3951.0,2
162.0,883.0,0
171.0,2194.0,1
180.0,7414.0,6
68.7857450421918,1500.0,1
69.7857450421918,1248.0,0
70.7857450421918,1012.0,0
71.7857450421918,885.0,0
72.7857450421918,799.0,0
73.7857450421918,787.0,0
74.7857450421918,789.0,0
75.7857450421918,853.0,0
76.7857450421918,988.0,0
77.7857450421918,1196.0,1
78.7857450421918,1435.0,2
23.785745042191802,22657.0,13
25.45241170885847,23055.0,11
27.119078375525138,23357.0,11
28.785745042191806,23573.0,15
30.45241170885847,23422.0,10
32.119078375525135,23518.0,13
33.785745042191806,22966.0,15
46.285745042191806,16200.0,5
48.785745042191806,14337.0,6
51.285745042191806,12079.0,4
53.785745042191806,10184.0,5
56.285745042191806,8162.0,5
