,Measurement Basis,TT,TR,RT,RR
0,H,320,150324,3959,131543
1,D,76640,74197,95726,63080
2,R,74897,74805,97852,62088
3,V,147124,526,174270,959
4,A,71229,77934,87157,69160
5,L,72782,77545,88633,67904
