Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,40098,39298,47513,31587,87611,70885
1,D,73525,857,81999,7280,155524,8137
2,R,41761,38087,71395,15215,113156,53302
3,V,34039,46780,47699,32340,81738,79120
4,A,654,86228,8943,62210,9597,148438
5,L,32876,49558,19909,54381,52785,103939
