,Measurement Basis,TT,TR,RT,RR
0,H,113359,17306,112840,14545
1,D,98671,33284,80309,40322
2,R,93605,37419,104945,20688
3,V,17050,112789,21228,80676
4,A,32378,99487,49172,63931
5,L,36478,94753,21533,84598
