,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.27,0,297,0,120960,0,0,0,0,0,303,0,129620,0,0,0,0,28633,16,18,0,1
1,6.67,0,267,0,120963,0,0,0,0,0,309,0,129367,0,0,0,0,28752,29,22,0,1
2,7.07,0,311,0,120679,0,0,0,0,0,282,0,128912,0,0,0,0,28265,19,14,0,1
3,7.47,0,320,0,120370,0,0,0,0,0,277,0,128962,0,0,0,0,28292,20,33,0,1
4,7.87,0,308,0,120774,0,0,0,0,0,310,0,129376,0,0,0,0,28466,19,19,0,1
5,8.27,0,286,0,120728,0,0,0,0,0,299,0,128472,0,0,0,0,28028,20,29,0,1
6,8.67,0,249,0,120905,0,0,0,0,0,313,0,129165,0,0,0,0,28603,24,13,0,1
7,9.07,0,329,0,121380,0,0,0,0,0,290,0,129374,0,0,0,0,28884,18,28,0,1
8,9.47,0,323,0,119981,0,0,0,0,0,298,0,128508,0,0,0,0,27295,17,33,0,1
9,9.87,0,289,0,117999,0,0,0,0,0,339,0,126080,0,0,0,0,22486,15,18,0,1
10,9.97,0,312,0,116541,0,0,0,0,0,305,0,124914,0,0,0,0,20659,19,16,0,1
11,10.07,0,305,0,115885,0,0,0,0,0,333,0,123722,0,0,0,0,18677,23,9,0,1
12,10.17,0,264,0,115441,0,0,0,0,0,281,0,122756,0,0,0,0,16901,16,8,0,1
13,10.27,0,318,0,114533,0,0,0,0,0,306,0,121828,0,0,0,0,16060,17,18,0,1
14,10.37,0,289,0,115268,0,0,0,0,0,319,0,122277,0,0,0,0,16389,15,15,0,1
15,10.47,0,308,0,115542,0,0,0,0,0,320,0,122919,0,0,0,0,17405,16,17,0,1
16,10.57,0,338,0,116421,0,0,0,0,0,322,0,123655,0,0,0,0,19138,19,18,0,1
17,10.67,0,309,0,117683,0,0,0,0,0,343,0,125048,0,0,0,0,21218,19,17,0,1
18,10.77,0,299,0,117919,0,0,0,0,0,325,0,125454,0,0,0,0,23096,21,24,0,1
19,11.07,0,290,0,119890,0,0,0,0,0,263,0,127899,0,0,0,0,26784,16,18,0,1
20,11.47,0,291,0,120010,0,0,0,0,0,320,0,128394,0,0,0,0,27919,18,30,0,1
21,11.87,0,326,0,120389,0,0,0,0,0,293,0,128526,0,0,0,0,28416,17,30,0,1
22,12.27,0,317,0,119946,0,0,0,0,0,311,0,127816,0,0,0,0,28170,16,22,0,1
23,12.67,0,330,0,120353,0,0,0,0,0,285,0,127977,0,0,0,0,27902,15,28,0,1
24,13.07,0,308,0,119661,0,0,0,0,0,298,0,128907,0,0,0,0,27773,18,32,0,1
25,13.47,0,276,0,120352,0,0,0,0,0,268,0,127908,0,0,0,0,28015,19,13,0,1
26,13.87,0,327,0,119984,0,0,0,0,0,310,0,128680,0,0,0,0,28137,24,20,0,1
27,14.27,0,314,0,119976,0,0,0,0,0,306,0,128714,0,0,0,0,28089,19,30,0,1
