,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.27,0,297,0,113057,0,0,0,0,0,271,0,119900,0,0,0,0,25826,11,17,0,1
1,6.67,0,231,0,112764,0,0,0,0,0,296,0,120004,0,0,0,0,25748,15,28,0,1
2,7.07,0,290,0,113607,0,0,0,0,0,268,0,120487,0,0,0,0,25882,17,22,0,1
3,7.47,0,296,0,112458,0,0,0,0,0,316,0,120437,0,0,0,0,25834,15,26,0,1
4,7.87,0,321,0,112766,0,0,0,0,0,319,0,120255,0,0,0,0,25944,11,17,0,1
5,8.27,0,279,0,112951,0,0,0,0,0,279,0,120254,0,0,0,0,25663,17,18,0,1
6,8.67,0,276,0,113940,0,0,0,0,0,301,0,120917,0,0,0,0,26154,11,21,0,1
7,9.07,0,300,0,113054,0,0,0,0,0,303,0,120651,0,0,0,0,26073,15,17,0,1
8,9.47,0,283,0,112160,0,0,0,0,0,268,0,119487,0,0,0,0,24542,20,21,0,1
9,9.87,0,271,0,111033,0,0,0,0,0,272,0,117287,0,0,0,0,20869,8,23,0,1
10,9.97,0,293,0,109331,0,0,0,0,0,328,0,116271,0,0,0,0,19006,18,18,0,1
11,10.07,0,320,0,108699,0,0,0,0,0,328,0,115584,0,0,0,0,17385,22,14,0,1
12,10.17,0,292,0,108191,0,0,0,0,0,311,0,114514,0,0,0,0,15792,12,9,0,1
13,10.27,0,261,0,107359,0,0,0,0,0,294,0,114521,0,0,0,0,15187,11,17,0,1
14,10.37,0,291,0,107689,0,0,0,0,0,266,0,114602,0,0,0,0,15373,8,12,0,1
15,10.47,0,259,0,108108,0,0,0,0,0,277,0,114614,0,0,0,0,16055,10,14,0,1
16,10.57,0,298,0,108980,0,0,0,0,0,305,0,115781,0,0,0,0,17848,16,18,0,1
17,10.67,0,285,0,109786,0,0,0,0,0,285,0,116149,0,0,0,0,19427,13,13,0,1
18,10.77,0,276,0,110382,0,0,0,0,0,309,0,117512,0,0,0,0,20815,16,20,0,1
19,11.07,0,304,0,112704,0,0,0,0,0,267,0,118734,0,0,0,0,24544,16,20,0,1
20,11.47,0,303,0,112748,0,0,0,0,0,302,0,119347,0,0,0,0,25355,15,23,0,1
21,11.87,0,270,0,112629,0,0,0,0,0,312,0,120047,0,0,0,0,25488,19,17,0,1
22,12.27,0,266,0,112721,0,0,0,0,0,300,0,119198,0,0,0,0,25277,16,13,0,1
23,12.67,0,293,0,111696,0,0,0,0,0,301,0,119525,0,0,0,0,25452,19,16,0,1
24,13.07,0,279,0,111615,0,0,0,0,0,276,0,118839,0,0,0,0,25200,20,16,0,1
25,13.47,0,292,0,111621,0,0,0,0,0,297,0,119887,0,0,0,0,25085,15,18,0,1
26,13.87,0,293,0,112276,0,0,0,0,0,274,0,119087,0,0,0,0,25333,16,21,0,1
27,14.27,0,303,0,111931,0,0,0,0,0,319,0,118776,0,0,0,0,25286,27,19,0,1
