,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.3,0,291,0,122580,0,0,0,0,0,325,0,129889,0,0,0,0,28230,23,20,0,1
1,6.7,0,295,0,122055,0,0,0,0,0,304,0,129115,0,0,0,0,28059,19,21,0,1
2,7.1,0,312,0,122045,0,0,0,0,0,293,0,129414,0,0,0,0,28482,17,23,0,1
3,7.5,0,328,0,121872,0,0,0,0,0,286,0,128694,0,0,0,0,27794,24,24,0,1
4,7.9,0,283,0,121996,0,0,0,0,0,304,0,128740,0,0,0,0,27784,16,20,0,1
5,8.3,0,336,0,121741,0,0,0,0,0,303,0,129199,0,0,0,0,27846,18,27,0,1
6,8.7,0,311,0,121338,0,0,0,0,0,299,0,128382,0,0,0,0,28119,15,30,0,1
7,9.1,0,327,0,121783,0,0,0,0,0,287,0,129232,0,0,0,0,28343,13,18,0,1
8,9.5,0,308,0,119769,0,0,0,0,0,312,0,128727,0,0,0,0,26683,18,26,0,1
9,9.9,0,329,0,114671,0,0,0,0,0,295,0,121380,0,0,0,0,13928,13,14,0,1
10,10.0,0,333,0,112278,0,0,0,0,0,327,0,118774,0,0,0,0,9036,15,14,0,1
11,10.1,0,319,0,110531,0,0,0,0,0,319,0,116942,0,0,0,0,4796,9,12,0,1
12,10.2,0,327,0,109610,0,0,0,0,0,292,0,115306,0,0,0,0,1710,11,9,0,1
13,10.3,0,333,0,109150,0,0,0,0,0,289,0,114589,0,0,0,0,743,8,10,0,1
14,10.4,0,325,0,108840,0,0,0,0,0,337,0,114479,0,0,0,0,1948,5,10,0,1
15,10.5,0,270,0,110322,0,0,0,0,0,305,0,115987,0,0,0,0,5062,14,14,0,1
16,10.6,0,311,0,112249,0,0,0,0,0,297,0,118297,0,0,0,0,9296,10,10,0,1
17,10.7,0,314,0,114014,0,0,0,0,0,313,0,120292,0,0,0,0,14010,15,17,0,1
18,10.8,0,290,0,116691,0,0,0,0,0,356,0,123627,0,0,0,0,18707,22,16,0,1
19,11.1,0,341,0,120683,0,0,0,0,0,276,0,127620,0,0,0,0,26311,21,27,0,1
20,11.5,0,289,0,120191,0,0,0,0,0,306,0,127550,0,0,0,0,27429,19,20,0,1
21,11.9,0,299,0,120727,0,0,0,0,0,306,0,129224,0,0,0,0,27719,23,13,0,1
22,12.3,0,315,0,120761,0,0,0,0,0,352,0,128945,0,0,0,0,27400,27,29,0,1
23,12.7,0,278,0,120600,0,0,0,0,0,325,0,128487,0,0,0,0,27573,23,21,0,1
24,13.1,0,296,0,120093,0,0,0,0,0,289,0,128512,0,0,0,0,27529,21,18,0,1
25,13.5,0,302,0,120780,0,0,0,0,0,307,0,129056,0,0,0,0,27586,22,26,0,1
26,13.9,0,320,0,120418,0,0,0,0,0,320,0,128028,0,0,0,0,27301,12,22,0,1
27,14.3,0,304,0,119610,0,0,0,0,0,336,0,127320,0,0,0,0,27261,20,28,1,1
