,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.3,0,274,0,122191,0,0,0,0,0,337,0,129104,0,0,0,0,28137,21,17,0,1
1,6.7,0,303,0,122519,0,0,0,0,0,313,0,129793,0,0,0,0,28488,22,30,1,1
2,7.1,0,314,0,122536,0,0,0,0,0,283,0,129214,0,0,0,0,28319,18,31,0,1
3,7.5,0,317,0,121453,0,0,0,0,0,273,0,128982,0,0,0,0,28346,17,28,0,1
4,7.9,0,296,0,121766,0,0,0,0,0,297,0,128823,0,0,0,0,28432,21,24,0,1
5,8.3,0,314,0,121902,0,0,0,0,0,294,0,128619,0,0,0,0,28142,15,22,0,1
6,8.7,0,292,0,121831,0,0,0,0,0,293,0,128775,0,0,0,0,28118,17,25,0,1
7,9.1,0,301,0,121524,0,0,0,0,0,304,0,129748,0,0,0,0,28585,19,23,0,1
8,9.5,0,302,0,120565,0,0,0,0,0,292,0,128026,0,0,0,0,26461,16,20,0,1
9,9.9,0,281,0,115012,0,0,0,0,0,310,0,121399,0,0,0,0,14174,11,12,0,1
10,10.0,0,324,0,112481,0,0,0,0,0,303,0,119125,0,0,0,0,9576,9,11,0,1
11,10.1,0,317,0,111140,0,0,0,0,0,288,0,116826,0,0,0,0,5127,5,16,0,1
12,10.2,0,339,0,108789,0,0,0,0,0,352,0,114485,0,0,0,0,2050,2,8,0,1
13,10.3,0,315,0,108615,0,0,0,0,0,329,0,113954,0,0,0,0,946,4,10,0,1
14,10.4,0,303,0,109079,0,0,0,0,0,320,0,114316,0,0,0,0,2101,8,7,0,1
15,10.5,0,315,0,110950,0,0,0,0,0,347,0,116125,0,0,0,0,5300,6,10,0,1
16,10.6,0,307,0,112692,0,0,0,0,0,318,0,118296,0,0,0,0,9506,8,10,0,1
17,10.7,0,305,0,115205,0,0,0,0,0,282,0,121003,0,0,0,0,14013,22,16,0,1
18,10.8,0,276,0,116575,0,0,0,0,0,265,0,123834,0,0,0,0,18614,10,14,0,1
19,11.1,0,310,0,120014,0,0,0,0,0,297,0,127918,0,0,0,0,26279,18,20,0,1
20,11.5,0,283,0,121300,0,0,0,0,0,297,0,129247,0,0,0,0,27756,21,24,0,1
21,11.9,0,296,0,120277,0,0,0,0,0,306,0,128199,0,0,0,0,27614,15,18,0,1
22,12.3,0,315,0,120716,0,0,0,0,0,298,0,128938,0,0,0,0,27920,17,20,0,1
23,12.7,0,311,0,121021,0,0,0,0,0,291,0,128348,0,0,0,0,27746,21,22,0,1
24,13.1,0,309,0,120189,0,0,0,0,0,270,0,128715,0,0,0,0,27867,16,22,0,1
25,13.5,0,303,0,120799,0,0,0,0,0,328,0,128855,0,0,0,0,27789,19,18,0,1
26,13.9,0,317,0,120341,0,0,0,0,0,315,0,127976,0,0,0,0,27502,19,18,0,1
27,14.3,0,326,0,120679,0,0,0,0,0,292,0,128196,0,0,0,0,27469,24,21,0,1
