Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,62221,11812,70960,10997,133181,22809
1,D,40787,37027,32112,39740,72899,76767
2,R,60794,14921,70047,12574,130841,27495
3,V,10098,72805,13756,52762,23854,125567
4,A,31401,49263,51221,26093,82622,75356
5,L,11955,70857,12844,54114,24799,124971
