,Measurement Basis,TT,TR,RT,RR
0,H,48914,57322,70003,48285
1,D,96902,2596,112828,16410
2,R,62668,43039,112232,17461
3,V,48763,58399,68307,51451
4,A,1936,115270,19347,90965
5,L,36698,75029,20242,90754
