,Measurement Basis,TT,TR,RT,RR
0,H,65195,11732,75467,9966
1,D,55478,22142,52263,26473
2,R,53118,25146,69592,14093
3,V,9764,75603,14371,54341
4,A,18387,65426,32157,41947
5,L,20990,62873,14255,55113
