detector_a_name,detector_b_name,estimation_label,repetition,coincidences,timestamp
9,12,DB_H,0,0,2025-05-23--16h-56m-57s-183899
9,11,SB,0,0,2025-05-23--16h-56m-57s-183899
9,10,SB,0,0,2025-05-23--16h-56m-57s-183899
11,12,SB,0,0,2025-05-23--16h-56m-57s-183899
10,12,SB,0,0,2025-05-23--16h-56m-57s-183899
10,11,DB_V,0,1,2025-05-23--16h-56m-57s-183899
1,9,C,0,0,2025-05-23--16h-56m-57s-183899
1,12,C,0,0,2025-05-23--16h-56m-57s-183899
1,11,C,0,0,2025-05-23--16h-56m-57s-183899
1,10,C,0,0,2025-05-23--16h-56m-57s-183899
1,4,DB_H,0,0,2025-05-23--16h-56m-57s-183899
1,7,SB,0,0,2025-05-23--16h-56m-57s-183899
1,2,SB,0,0,2025-05-23--16h-56m-57s-183899
4,9,C,0,0,2025-05-23--16h-56m-57s-183899
4,12,C,0,0,2025-05-23--16h-56m-57s-183899
4,11,C,0,0,2025-05-23--16h-56m-57s-183899
4,10,C,0,0,2025-05-23--16h-56m-57s-183899
4,7,SB,0,0,2025-05-23--16h-56m-57s-183899
7,9,C,0,0,2025-05-23--16h-56m-57s-183899
7,12,C,0,0,2025-05-23--16h-56m-57s-183899
7,11,C,0,0,2025-05-23--16h-56m-57s-183899
7,10,C,0,0,2025-05-23--16h-56m-57s-183899
2,9,C,0,0,2025-05-23--16h-56m-57s-183899
2,12,C,0,0,2025-05-23--16h-56m-57s-183899
2,11,C,0,0,2025-05-23--16h-56m-57s-183899
2,10,C,0,0,2025-05-23--16h-56m-57s-183899
2,4,SB,0,0,2025-05-23--16h-56m-57s-183899
2,7,DB_V,0,0,2025-05-23--16h-56m-57s-183899
9,12,DB_H,1,0,2025-05-23--16h-56m-57s-207949
9,11,SB,1,0,2025-05-23--16h-56m-57s-207949
9,10,SB,1,1,2025-05-23--16h-56m-57s-207949
11,12,SB,1,0,2025-05-23--16h-56m-57s-207949
10,12,SB,1,0,2025-05-23--16h-56m-57s-207949
10,11,DB_V,1,0,2025-05-23--16h-56m-57s-207949
1,9,C,1,0,2025-05-23--16h-56m-57s-207949
1,12,C,1,0,2025-05-23--16h-56m-57s-207949
