,Measurement Basis,TT,TR,RT,RR
0,H,14049,67582,15332,56797
1,D,69740,14433,80947,9852
2,R,29856,52640,50558,32268
3,V,70709,14491,82661,9485
4,A,14458,67254,14899,58446
5,L,54759,29080,45822,35771
