Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,11991,65136,13610,54289,25601,119425
1,D,38034,36100,35416,40097,73450,76197
2,R,58689,10489,75456,10374,134145,20863
3,V,56478,14611,75832,11300,132310,25911
4,A,30979,44751,56643,25211,87622,69962
5,L,9173,69750,16038,54959,25211,124709
