Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,124884,4808,123249,4461,248133,9269
1,D,81505,48286,70081,45158,151586,93444
2,R,80435,50833,83386,36233,163821,87066
3,V,4618,124889,6490,90892,11108,215781
4,A,47418,83296,55171,56129,102589,139425
5,L,50139,81606,40916,67368,91055,148974
