Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,50093,58020,71790,49020,121883,107040
1,D,97341,2705,114257,16408,211598,19113
2,R,63564,43135,114087,17288,177651,60423
3,V,49802,60093,69756,51771,119558,111864
4,A,1958,117479,19731,92183,21689,209662
5,L,36092,74877,20273,89392,56365,164269
