Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,45004,104033,58125,90684,103129,194717
1,D,101806,48231,85382,71936,187188,120167
2,R,135974,12243,171514,4191,307488,16434
3,V,102496,46505,122200,42644,224696,89149
4,A,45237,103718,95376,63328,140613,167046
5,L,11894,139535,11350,129474,23244,269009
