detector_a_name,detector_b_name,tomography_setting_t,tomography_setting_r,repetition,coincidences,timestamp
9,12,H,H,0,1,2025-05-30--16h-31m-08s-670600
9,11,H,H,0,0,2025-05-30--16h-31m-08s-670600
9,10,H,H,0,0,2025-05-30--16h-31m-08s-670600
11,12,H,H,0,0,2025-05-30--16h-31m-08s-670600
10,12,H,H,0,0,2025-05-30--16h-31m-08s-670600
10,11,H,H,0,0,2025-05-30--16h-31m-08s-670600
1,9,H,H,0,0,2025-05-30--16h-31m-08s-670600
1,12,H,H,0,0,2025-05-30--16h-31m-08s-670600
1,11,H,H,0,0,2025-05-30--16h-31m-08s-670600
1,10,H,H,0,0,2025-05-30--16h-31m-08s-670600
1,4,H,H,0,0,2025-05-30--16h-31m-08s-670600
1,7,H,H,0,0,2025-05-30--16h-31m-08s-670600
1,2,H,H,0,0,2025-05-30--16h-31m-08s-670600
4,9,H,H,0,0,2025-05-30--16h-31m-08s-670600
4,12,H,H,0,0,2025-05-30--16h-31m-08s-670600
4,11,H,H,0,0,2025-05-30--16h-31m-08s-670600
4,10,H,H,0,0,2025-05-30--16h-31m-08s-670600
4,7,H,H,0,0,2025-05-30--16h-31m-08s-670600
7,9,H,H,0,0,2025-05-30--16h-31m-08s-670600
7,12,H,H,0,0,2025-05-30--16h-31m-08s-670600
7,11,H,H,0,0,2025-05-30--16h-31m-08s-670600
7,10,H,H,0,0,2025-05-30--16h-31m-08s-670600
2,9,H,H,0,0,2025-05-30--16h-31m-08s-670600
2,12,H,H,0,0,2025-05-30--16h-31m-08s-670600
2,11,H,H,0,0,2025-05-30--16h-31m-08s-670600
2,10,H,H,0,0,2025-05-30--16h-31m-08s-670600
2,4,H,H,0,0,2025-05-30--16h-31m-08s-670600
2,7,H,H,0,0,2025-05-30--16h-31m-08s-670600
9,12,H,H,1,0,2025-05-30--16h-31m-08s-689882
9,11,H,H,1,0,2025-05-30--16h-31m-08s-689882
9,10,H,H,1,0,2025-05-30--16h-31m-08s-689882
11,12,H,H,1,0,2025-05-30--16h-31m-08s-689882
10,12,H,H,1,0,2025-05-30--16h-31m-08s-689882
10,11,H,H,1,0,2025-05-30--16h-31m-08s-689882
1,9,H,H,1,0,2025-05-30--16h-31m-08s-689882
1,12,H,H,1,0,2025-05-30--16h-31m-08s-689882
1,11,H,H,1,0,2025-05-30--16h-31m-08s-689882
1,10,H,H,1,0,2025-05-30--16h-31m-08s-689882
1,4,H,H,1,0,2025-05-30--16h-31m-08s-689882
1,7,H,H,1,0,2025-05-30--16h-31m-08s-689882
1,2,H,H,1,0,2025-05-30--16h-31m-08s-689882
4,9,H,H,1,0,2025-05-30--16h-31m-08s-689882
4,12,H,H,1,0,2025-05-30--16h-31m-08s-689882
4,11,H,H,1,0,2025-05-30--16h-31m-08s-689882
4,10,H,H,1,0,2025-05-30--16h-31m-08s-689882
4,7,H,H,1,0,2025-05-30--16h-31m-08s-689882
7,9,H,H,1,0,2025-05-30--16h-31m-08s-689882
7,12,H,H,1,0,2025-05-30--16h-31m-08s-689882
7,11,H,H,1,0,2025-05-30--16h-31m-08s-689882
7,10,H,H,1,0,2025-05-30--16h-31m-08s-689882
2,9,H,H,1,0,2025-05-30--16h-31m-08s-689882
2,12,H,H,1,0,2025-05-30--16h-31m-08s-689882
2,11,H,H,1,0,2025-05-30--16h-31m-08s-689882
2,10,H,H,1,0,2025-05-30--16h-31m-08s-689882
2,4,H,H,1,0,2025-05-30--16h-31m-08s-689882
2,7,H,H,1,0,2025-05-30--16h-31m-08s-689882
9,12,H,H,3,0,2025-05-30--16h-31m-08s-710239
9,11,H,H,3,0,2025-05-30--16h-31m-08s-710239
9,10,H,H,3,0,2025-05-30--16h-31m-08s-710239
11,12,H,H,3,0,2025-05-30--16h-31m-08s-710239
10,12,H,H,3,0,2025-05-30--16h-31m-08s-710239
10,11,H,H,3,0,2025-05-30--16h-31m-08s-710239
1,9,H,H,3,0,2025-05-30--16h-31m-08s-710239
1,12,H,H,3,0,2025-05-30--16h-31m-08s-710239
1,11,H,H,3,0,2025-05-30--16h-31m-08s-710239
1,10,H,H,3,0,2025-05-30--16h-31m-08s-710239
1,4,H,H,3,1,2025-05-30--16h-31m-08s-710239
1,7,H,H,3,0,2025-05-30--16h-31m-08s-710239
1,2,H,H,3,0,2025-05-30--16h-31m-08s-710239
4,9,H,H,3,0,2025-05-30--16h-31m-08s-710239
4,12,H,H,3,0,2025-05-30--16h-31m-08s-710239
4,11,H,H,3,0,2025-05-30--16h-31m-08s-710239
4,10,H,H,3,0,2025-05-30--16h-31m-08s-710239
4,7,H,H,3,0,2025-05-30--16h-31m-08s-710239
7,9,H,H,3,0,2025-05-30--16h-31m-08s-710239
7,12,H,H,3,0,2025-05-30--16h-31m-08s-710239
7,11,H,H,3,0,2025-05-30--16h-31m-08s-710239
7,10,H,H,3,0,2025-05-30--16h-31m-08s-710239
2,9,H,H,3,0,2025-05-30--16h-31m-08s-710239
2,12,H,H,3,0,2025-05-30--16h-31m-08s-710239
2,11,H,H,3,0,2025-05-30--16h-31m-08s-710239
2,10,H,H,3,0,2025-05-30--16h-31m-08s-710239
2,4,H,H,3,0,2025-05-30--16h-31m-08s-710239
2,7,H,H,3,0,2025-05-30--16h-31m-08s-710239
9,12,H,H,4,0,2025-05-30--16h-31m-08s-718241
9,11,H,H,4,0,2025-05-30--16h-31m-08s-718241
