data_dir,C,DB_H,DB_V,SB,N
2025-05-27--13h-52m-09s,5.5,46.0,56.0,92.5,200.0
2025-05-27--13h-52m-09s,3.5,52.0,59.0,85.5,200.0
2025-05-27--13h-52m-09s,4.25,59.0,45.0,91.75,200.0
2025-05-27--13h-52m-09s,2.25,70.0,39.0,88.75,200.0
2025-05-27--13h-52m-09s,5.75,52.0,44.0,98.25,200.0
2025-05-27--13h-52m-09s,3.25,53.0,54.0,89.75,200.0
2025-05-27--13h-52m-09s,4.0,53.0,57.0,86.0,200.0
2025-05-27--13h-52m-09s,3.75,52.0,62.0,82.25,200.0
2025-05-27--13h-52m-09s,2.0,68.0,48.0,82.0,200.0
2025-05-27--13h-52m-09s,6.0,49.0,56.0,89.0,200.0
2025-05-27--13h-52m-09s,4.0,50.0,59.0,87.0,200.0
2025-05-27--13h-52m-09s,3.5,49.0,59.0,88.5,200.0
2025-05-27--13h-52m-09s,4.0,53.0,54.0,89.0,200.0
2025-05-27--13h-52m-09s,4.25,53.0,62.0,80.75,200.0
2025-05-27--13h-52m-09s,3.25,57.0,53.0,86.75,200.0
