Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,45603,102910,60346,88385,105949,191295
1,D,122973,25696,116067,47387,239040,73083
2,R,121154,27887,168237,7030,289391,34917
3,V,101905,47457,123177,41027,225082,88484
4,A,23798,126171,65110,87885,88908,214056
5,L,27189,123707,14486,127743,41675,251450
