,Measurement Basis,TT,TR,RT,RR
0,H,45603,102910,60346,88385
1,D,122973,25696,116067,47387
2,R,121154,27887,168237,7030
3,V,101905,47457,123177,41027
4,A,23798,126171,65110,87885
5,L,27189,123707,14486,127743
