,Measurement Basis,TT,TR,RT,RR
0,H,49167,56175,65501,49820
1,D,6492,108106,565,101697
2,R,72219,29967,65844,51686
3,V,47598,59678,59307,54717
4,A,90835,8185,130500,1108
5,L,25096,86145,65574,51691
