Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,49167,56175,65501,49820,114668,105995
1,D,6492,108106,565,101697,7057,209803
2,R,72219,29967,65844,51686,138063,81653
3,V,47598,59678,59307,54717,106905,114395
4,A,90835,8185,130500,1108,221335,9293
5,L,25096,86145,65574,51691,90670,137836
