angle,singles,coincidences
0.0,649.0,127
10.0,1351.0,264
20.0,1854.0,387
30.0,1993.0,406
40.0,1798.0,360
-3.4311557967888398,487.0,90
-1.4311557967888398,584.0,130
0.5688442032111602,703.0,127
2.5688442032111602,901.0,180
4.56884420321116,923.0,194
6.56884420321116,1132.0,197
8.56884420321116,1203.0,239
10.56884420321116,1403.0,285
12.56884420321116,1522.0,285
14.56884420321116,1621.0,325
24.06884420321116,2014.0,426
26.06884420321116,1965.0,438
28.06884420321116,2089.0,433
30.06884420321116,1969.0,392
32.06884420321116,1971.0,426
