data_dir,C',SB,VV,HH,N
2025-06-19--18h-25m-18s,29.0,1.0,3.0,127.0,160.0
2025-06-19--18h-25m-18s,39.0,1.0,0.0,120.0,160.0
2025-06-19--18h-25m-18s,37.0,1.0,4.0,118.0,160.0
2025-06-19--18h-25m-18s,32.0,1.0,7.0,120.0,160.0
2025-06-19--18h-25m-18s,40.0,0.0,2.0,118.0,160.0
2025-06-19--18h-25m-18s,38.0,0.0,5.0,117.0,160.0
2025-06-19--18h-25m-18s,36.0,1.0,2.0,121.0,160.0
2025-06-19--18h-25m-18s,35.0,0.0,4.0,121.0,160.0
2025-06-19--18h-25m-18s,40.0,0.0,2.0,118.0,160.0
2025-06-19--18h-25m-18s,35.0,0.0,2.0,123.0,160.0
2025-06-19--18h-25m-18s,40.0,0.0,2.0,118.0,160.0
2025-06-19--18h-25m-18s,40.0,0.0,3.0,117.0,160.0
2025-06-19--18h-25m-18s,34.0,0.0,2.0,124.0,160.0
2025-06-19--18h-25m-18s,40.0,1.0,2.0,117.0,160.0
2025-06-19--18h-25m-18s,27.0,1.0,1.0,131.0,160.0
2025-06-19--18h-25m-18s,37.0,2.0,5.0,116.0,160.0
2025-06-19--18h-25m-18s,34.0,1.0,4.0,121.0,160.0
2025-06-19--18h-25m-18s,39.0,0.0,1.0,120.0,160.0
2025-06-19--18h-25m-18s,39.0,0.0,4.0,117.0,160.0
2025-06-19--18h-25m-18s,25.0,0.0,3.0,132.0,160.0
2025-06-19--18h-25m-18s,39.0,0.0,3.0,118.0,160.0
2025-06-19--18h-25m-18s,34.0,2.0,2.0,122.0,160.0
2025-06-19--18h-25m-18s,30.0,0.0,2.0,128.0,160.0
2025-06-19--18h-25m-18s,39.0,0.0,5.0,116.0,160.0
2025-06-19--18h-25m-18s,33.0,0.0,3.0,124.0,160.0
2025-06-19--18h-25m-18s,37.0,2.0,0.0,121.0,160.0
2025-06-19--18h-25m-18s,31.0,2.0,3.0,124.0,160.0
2025-06-19--18h-25m-18s,37.0,0.0,1.0,122.0,160.0
