theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time
0.7853981633974483,1.5707963267948966,13.52503267170461,22.05558247447343,16.079860842565544,18.886848588446806,10
