Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,79373,12513,79678,9228,159051,21741
1,D,71842,18960,74442,12276,146284,31236
2,R,32309,58795,43267,36036,75576,94831
3,V,12568,78661,15512,54957,28080,133618
4,A,18808,72047,13346,58821,32154,130868
5,L,58540,32197,43776,35096,102316,67293
