,Measurement Basis,TT,TR,RT,RR
0,H,79373,12513,79678,9228
1,D,71842,18960,74442,12276
2,R,32309,58795,43267,36036
3,V,12568,78661,15512,54957
4,A,18808,72047,13346,58821
5,L,58540,32197,43776,35096
