Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,120720,23321,150435,20015,271155,43336
1,D,109357,35891,105501,56356,214858,92247
2,R,107000,37943,142543,26780,249543,64723
3,V,22885,124036,31664,111765,54549,235801
4,A,33722,112717,70622,84347,104344,197064
5,L,35525,111216,30730,115458,66255,226674
