theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,power,temperature
0.39269908169872414,1.5707963267948966,6.816217529483821,10.939146630995376,7.948252102975583,8.89812076289774,90,10,32.7C
