theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,repetitions
2.0943951023931953,0,33.26032740827415,60.387893175838315,-39.968134316477474,-63.343450570947965,0.0001,2000
