,Measurement Basis,TT,TR,RT,RR
0,H,18046,93176,18860,84582
1,D,21873,89904,20608,85208
2,R,78156,37459,67286,48413
3,V,96214,17725,104741,18699
4,A,91899,21499,109056,14168
5,L,37445,75008,65145,50527
