Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,7218,105858,9077,88776,16295,194634
1,D,40993,65181,42618,64756,83611,129937
2,R,72889,28563,91442,28988,164331,57551
3,V,89878,8965,118341,9000,208219,17965
4,A,55918,47763,87821,30982,143739,78745
5,L,25338,84682,42773,65964,68111,150646
