Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,121884,22382,144985,21156,266869,43538
1,D,21833,126500,30373,111168,52206,237668
2,R,73125,74435,54076,93693,127201,168128
3,V,20692,127287,21229,116425,41921,243712
4,A,121343,23417,134967,28480,256310,51897
5,L,70653,75851,110479,49054,181132,124905
