Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,48396,57482,70755,47619,119151,105101
1,D,94179,3345,128271,2046,222450,5391
2,R,34192,76250,78016,43597,112208,119847
3,V,48728,57611,67898,49655,116626,107266
4,A,2805,111522,1658,102830,4463,214352
5,L,63700,39912,53178,61428,116878,101340
