,Measurement Basis,TT,TR,RT,RR
0,H,62489,11257,72131,10159
1,D,47312,31467,40393,35604
2,R,57286,17289,69557,11818
3,V,9657,73070,13670,53079
4,A,25659,55747,43523,32161
5,L,14143,67772,12251,54880
