angle,singles,coincidences
0.0,14415,2877
9.0,11989,2295
18.0,11118,2156
27.0,11848,2250
36.0,14091,2745
45.0,17123,3556
54.0,19344,4054
63.0,20402,4229
72.0,19675,3983
81.0,17547,3602
90.0,14899,2976
99.0,12148,2321
108.0,11348,2142
117.0,12197,2428
126.0,14611,2860
135.0,17347,3572
144.0,19377,3950
153.0,20401,4281
162.0,19815,4066
171.0,17430,3483
180.0,14333,2810
