,Measurement Basis,TT,TR,RT,RR
0,H,39076,38570,46814,31091
1,D,72792,707,86439,3904
2,R,33793,45554,62993,20662
3,V,33921,45806,47872,31937
4,A,449,85139,4391,64779
5,L,39639,40467,27370,47953
