Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,80872,17316,111552,16454,192424,33770
1,D,40078,67496,32455,78726,72533,146222
2,R,80748,18651,96074,29574,176822,48225
3,V,14234,98014,18383,88639,32617,186653
4,A,56093,48237,96163,29074,152256,77311
5,L,15035,97601,32034,79904,47069,177505
