,Measurement Basis,TT,TR,RT,RR
0,H,11047,69457,11772,57728
1,D,13523,66762,17375,56290
2,R,47377,27042,48911,32778
3,V,59296,13447,77340,11667
4,A,55972,15889,75545,11693
5,L,22921,55732,45956,34291
