theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time
1.5707963267948966,1.0471975511965976,26.049999999999997,45.0,-2.2999999999999776,-44.99999999999995,10
