theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,repetitions
2.4493773231378047,0,37.554389356632534,70.60496314782105,-42.76755868372165,-73.64001008377285,0.0001,20000
