,Measurement Basis,TT,TR,RT,RR
0,H,11872,63002,13764,52777
1,D,45687,24643,45765,30924
2,R,56909,13332,78855,8474
3,V,55279,14062,74439,10772
4,A,21246,53484,42666,33066
5,L,11475,64942,13425,55006
