data_dir,C,SB,DB_V,DB_H,N
2025-07-07--14h-51m-58s,14.0,7.0,56.0,3.0,80.0
2025-07-07--14h-51m-58s,16.0,6.0,55.0,3.0,80.0
2025-07-07--14h-51m-58s,17.0,2.0,59.0,2.0,80.0
2025-07-07--14h-51m-58s,24.0,4.0,51.0,1.0,80.0
2025-07-07--14h-51m-58s,20.0,0.0,60.0,0.0,80.0
2025-07-07--14h-51m-58s,24.0,2.0,52.0,2.0,80.0
2025-07-07--14h-51m-58s,18.0,4.0,56.0,2.0,80.0
2025-07-07--14h-51m-58s,21.0,8.0,49.0,2.0,80.0
2025-07-07--14h-51m-58s,27.0,7.0,45.0,1.0,80.0
2025-07-07--14h-51m-58s,21.0,2.0,55.0,2.0,80.0
2025-07-07--14h-51m-58s,13.0,4.0,61.0,2.0,80.0
2025-07-07--14h-51m-58s,19.0,6.0,54.0,1.0,80.0
2025-07-07--14h-51m-58s,16.0,5.0,57.0,2.0,80.0
2025-07-07--14h-51m-58s,15.0,3.0,56.0,6.0,80.0
2025-07-07--14h-51m-58s,18.0,3.0,55.0,4.0,80.0
2025-07-07--14h-51m-58s,20.0,6.0,52.0,2.0,80.0
2025-07-07--14h-51m-58s,18.0,4.0,57.0,1.0,80.0
2025-07-07--14h-51m-58s,23.0,4.0,50.0,3.0,80.0
2025-07-07--14h-51m-58s,19.0,5.0,55.0,1.0,80.0
2025-07-07--14h-51m-58s,21.0,5.0,51.0,3.0,80.0
2025-07-07--14h-51m-58s,17.0,3.0,58.0,2.0,80.0
2025-07-07--14h-51m-58s,16.0,9.0,55.0,0.0,80.0
2025-07-07--14h-51m-58s,14.0,4.0,62.0,0.0,80.0
2025-07-07--14h-51m-58s,14.0,6.0,57.0,3.0,80.0
2025-07-07--14h-51m-58s,12.0,5.0,60.0,3.0,80.0
2025-07-07--14h-51m-58s,16.0,8.0,56.0,0.0,80.0
2025-07-07--14h-51m-58s,13.0,2.0,65.0,0.0,80.0
2025-07-07--14h-51m-58s,13.0,4.0,62.0,1.0,80.0
2025-07-07--14h-51m-58s,19.0,3.0,57.0,1.0,80.0
2025-07-07--14h-51m-58s,14.0,2.0,63.0,1.0,80.0
2025-07-07--14h-51m-58s,20.0,6.0,51.0,3.0,80.0
2025-07-07--14h-51m-58s,17.0,2.0,59.0,2.0,80.0
